,Team,goalsFor,goalsAgainst,xGFor,xGAgainst,shotsFor,shotsAgainst,cornersFor,cornersAgainst,pkFor,pkAgainst,pkShotsFor,pkShotsAgainst,possessionPct,isHome,Result,PointsGained
612,SAS,3,3,2.42,1.32,11,17,8,0,0,0,0,0,0.53,1,0,1
613,BOI,3,3,1.32,2.42,17,11,0,8,0,0,0,0,0.47,0,0,1
614,TAC,0,3,1.32,1.63,21,9,7,3,0,0,0,0,0.5,1,-1,0
615,WIC,3,0,1.63,1.32,9,21,3,7,0,0,0,0,0.5,0,1,3
616,DES,0,1,1.26,1.07,15,9,5,6,0,0,0,0,0.58,1,-1,0
617,MOB,1,0,1.07,1.26,9,15,6,5,0,0,0,0,0.42000000000000004,0,1,3
618,LRO,3,0,3.27,0.47,20,15,6,3,0,0,0,0,0.59,1,1,3
619,SJU,0,3,0.47,3.27,15,20,3,6,0,0,0,0,0.41000000000000003,0,-1,0
620,LAR,3,2,1.43,0.51,27,6,8,2,1,0,1,0,0.62,1,1,3
621,SFS,2,3,0.51,1.43,6,27,2,8,0,1,0,1,0.38,0,-1,0
622,CHM,0,2,1.85,1.14,15,5,6,2,0,0,0,0,0.48,1,-1,0
623,MOB,2,0,1.14,1.85,5,15,2,6,0,0,0,0,0.52,0,1,3
624,TOL,0,0,0.34,1.13,2,15,11,3,0,0,0,0,0.5,1,0,1
625,AUG,0,0,1.13,0.34,15,2,3,11,0,0,0,0,0.5,0,0,1
626,DOV,1,3,1.45,0.52,11,9,3,4,0,0,0,0,0.45,1,-1,0
627,LRO,3,1,0.52,1.45,9,11,4,3,0,0,0,0,0.55,0,1,3
628,LAR,3,1,1.86,1.58,16,21,2,4,0,0,1,0,0.53,1,1,3
629,MAN,1,3,1.58,1.86,21,16,4,2,0,0,0,1,0.47,0,-1,0
630,OAK,0,7,1.43,1.66,21,10,4,2,0,0,0,0,0.43,1,-1,0
631,ANC,7,0,1.66,1.43,10,21,2,4,0,0,0,0,0.5700000000000001,0,1,3
632,AUG,3,0,2.91,0.33,17,5,3,2,0,0,1,1,0.61,1,1,3
633,SJU,0,3,0.33,2.91,5,17,2,3,0,0,1,1,0.39,0,-1,0
634,MOB,0,3,1.12,2.54,20,18,0,5,0,0,1,0,0.42,1,-1,0
635,SFS,3,0,2.54,1.12,18,20,5,0,0,0,0,1,0.5800000000000001,0,1,3
636,TUC,2,3,1.61,1.36,3,14,3,1,0,0,0,0,0.45,1,-1,0
637,FAR,3,2,1.36,1.61,14,3,1,3,0,0,0,0,0.55,0,1,3
638,CHM,1,3,2.17,1.92,19,12,5,5,0,0,0,0,0.5,1,-1,0
639,PRO,3,1,1.92,2.17,12,19,5,5,0,0,0,0,0.5,0,1,3
640,BOI,3,0,1.02,0.75,13,2,9,5,0,0,0,0,0.52,1,1,3
641,BAK,0,3,0.75,1.02,2,13,5,9,0,0,0,0,0.48,0,-1,0
642,FOR,0,2,2.15,1.13,18,13,2,0,0,0,0,0,0.71,1,-1,0
643,ALB,2,0,1.13,2.15,13,18,0,2,0,0,0,0,0.29000000000000004,0,1,3
644,TUC,3,1,2.18,0.51,14,10,4,9,1,0,1,0,0.58,1,1,3
645,EUG,1,3,0.51,2.18,10,14,9,4,0,1,0,1,0.42000000000000004,0,-1,0
646,JAC,5,2,2.45,0.15,12,16,1,3,0,0,0,0,0.66,1,1,3
647,SPR,2,5,0.15,2.45,16,12,3,1,0,0,0,0,0.33999999999999997,0,-1,0
648,TOL,3,1,1.49,1.33,19,17,6,9,0,0,0,1,0.48,1,1,3
649,REN,1,3,1.33,1.49,17,19,9,6,0,0,1,0,0.52,0,-1,0
650,OAK,4,3,2.48,1.75,14,12,7,10,1,0,2,0,0.41,1,1,3
651,FOR,3,4,1.75,2.48,12,14,10,7,0,1,0,2,0.5900000000000001,0,-1,0
652,CHM,1,1,1.18,1.33,19,10,5,5,0,0,0,0,0.53,1,0,1
653,MAN,1,1,1.33,1.18,10,19,5,5,0,0,0,0,0.47,0,0,1
654,LEX,4,5,0.27,1.85,11,13,5,3,0,0,0,0,0.37,1,-1,0
655,DES,5,4,1.85,0.27,13,11,3,5,0,0,0,0,0.63,0,1,3
656,BAK,1,2,1.56,1.56,14,19,7,4,0,0,0,0,0.42,1,-1,0
657,SAS,2,1,1.56,1.56,19,14,4,7,0,0,0,0,0.5800000000000001,0,1,3
658,SPR,2,1,1.38,1.26,11,16,4,7,0,0,0,1,0.55,1,1,3
659,DOV,1,2,1.26,1.38,16,11,7,4,0,0,1,0,0.44999999999999996,0,-1,0
660,ALB,2,5,1.1,1.14,14,7,8,3,0,0,0,0,0.39,1,-1,0
661,LRO,5,2,1.14,1.1,7,14,3,8,0,0,0,0,0.61,0,1,3
662,SJU,0,0,0.46,0.56,7,2,4,5,0,0,0,0,0.53,1,0,1
663,ANC,0,0,0.56,0.46,2,7,5,4,0,0,0,0,0.47,0,0,1
664,REN,2,0,1.6,0.46,8,5,7,2,0,0,0,0,0.63,1,1,3
665,TUC,0,2,0.46,1.6,5,8,2,7,0,0,0,0,0.37,0,-1,0
666,FAR,0,1,2.27,1.08,4,14,8,3,0,0,0,0,0.51,1,-1,0
667,ANC,1,0,1.08,2.27,14,4,3,8,0,0,0,0,0.49,0,1,3
668,LRO,1,1,1.67,0.55,14,9,7,3,0,0,0,0,0.6,1,0,1
669,DES,1,1,0.55,1.67,9,14,3,7,0,0,0,0,0.4,0,0,1
670,MOB,0,0,1.54,0.87,15,11,6,8,0,0,0,0,0.43,1,0,1
671,JAC,0,0,0.87,1.54,11,15,8,6,0,0,0,0,0.5700000000000001,0,0,1
672,LAR,0,3,0.84,1.38,14,15,4,4,0,0,0,0,0.36,1,-1,0
673,AUG,3,0,1.38,0.84,15,14,4,4,0,0,0,0,0.64,0,1,3
674,FAR,2,0,2.55,0.57,19,7,6,3,0,0,0,0,0.55,1,1,3
675,BOI,0,2,0.57,2.55,7,19,3,6,0,0,0,0,0.44999999999999996,0,-1,0
676,SFS,2,2,1.86,0.91,15,14,1,5,1,0,2,0,0.6,1,0,1
677,TAC,2,2,0.91,1.86,14,15,5,1,0,1,0,2,0.4,0,0,1
678,WIC,5,1,1.68,0.69,15,4,4,6,0,0,0,0,0.48,1,1,3
679,EUG,1,5,0.69,1.68,4,15,6,4,0,0,0,0,0.52,0,-1,0
680,AUG,3,1,4.03,0.87,25,10,9,4,0,0,1,0,0.65,1,1,3
681,LEX,1,3,0.87,4.03,10,25,4,9,0,0,0,1,0.35,0,-1,0
682,JAC,3,1,2.93,1.24,20,13,5,2,0,0,0,0,0.56,1,1,3
683,CHM,1,3,1.24,2.93,13,20,2,5,0,0,0,0,0.43999999999999995,0,-1,0
684,REN,2,1,2.72,0.76,13,12,3,3,0,0,0,0,0.53,1,1,3
685,FOR,1,2,0.76,2.72,12,13,3,3,0,0,0,0,0.47,0,-1,0
686,BOI,0,0,1.39,0.06,15,13,2,2,0,0,1,0,0.53,1,0,1
687,SJU,0,0,0.06,1.39,13,15,2,2,0,0,0,1,0.47,0,0,1
688,OAK,3,0,0.44,0.34,6,6,9,1,0,0,0,0,0.32,1,1,3
689,SFS,0,3,0.34,0.44,6,6,1,9,0,0,0,0,0.6799999999999999,0,-1,0
690,SPR,3,3,0.9,1.18,11,8,4,4,0,0,0,1,0.48,1,0,1
691,BAK,3,3,1.18,0.9,8,11,4,4,0,0,1,0,0.52,0,0,1
692,SAS,1,0,1.61,1.08,13,11,5,4,0,0,0,0,0.67,1,1,3
693,FAR,0,1,1.08,1.61,11,13,4,5,0,0,0,0,0.32999999999999996,0,-1,0
694,MAN,2,3,3.03,1.59,16,12,12,4,0,0,0,0,0.53,1,-1,0
695,PRO,3,2,1.59,3.03,12,16,4,12,0,0,0,0,0.47,0,1,3
696,ALB,1,0,0.67,0.77,16,17,5,3,0,0,0,0,0.52,1,1,3
697,BAK,0,1,0.77,0.67,17,16,3,5,0,0,0,0,0.48,0,-1,0
698,SPR,2,5,1.76,0.93,20,8,3,6,0,0,0,0,0.58,1,-1,0
699,LAR,5,2,0.93,1.76,8,20,6,3,0,0,0,0,0.42000000000000004,0,1,3
700,DES,2,3,2.17,2.05,15,19,3,6,0,0,0,0,0.47,1,-1,0
701,AUG,3,2,2.05,2.17,19,15,6,3,0,0,0,0,0.53,0,1,3
702,DOV,2,1,0.74,1.77,12,17,4,6,0,0,0,0,0.48,1,1,3
703,TOL,1,2,1.77,0.74,17,12,6,4,0,0,0,0,0.52,0,-1,0
704,LEX,2,2,2.41,1.89,22,17,9,6,0,0,0,0,0.47,1,0,1
705,WIC,2,2,1.89,2.41,17,22,6,9,0,0,0,0,0.53,0,0,1
706,TUC,3,7,2.41,0.7,17,12,6,3,0,0,0,0,0.53,1,-1,0
707,TAC,7,3,0.7,2.41,12,17,3,6,0,0,0,0,0.47,0,1,3
708,LRO,4,3,3.05,1.18,25,11,9,3,1,0,2,0,0.53,1,1,3
709,MOB,3,4,1.18,3.05,11,25,3,9,0,1,0,2,0.47,0,-1,0
710,ANC,0,0,1.97,0.67,19,14,5,5,0,0,0,0,0.47,1,0,1
711,EUG,0,0,0.67,1.97,14,19,5,5,0,0,0,0,0.53,0,0,1
712,TUC,2,0,1.67,0.95,14,16,5,2,0,0,0,0,0.58,1,1,3
713,ANC,0,2,0.95,1.67,16,14,2,5,0,0,0,0,0.42000000000000004,0,-1,0
714,JAC,1,1,1.14,1.08,15,3,4,0,0,0,0,0,0.54,1,0,1
715,MAN,1,1,1.08,1.14,3,15,0,4,0,0,0,0,0.45999999999999996,0,0,1
716,PRO,0,1,0.94,0.97,16,16,2,6,0,0,0,0,0.42,1,-1,0
717,CHM,1,0,0.97,0.94,16,16,6,2,0,0,0,0,0.5800000000000001,0,1,3
718,TAC,2,0,2.1,0.36,13,15,6,7,0,0,0,0,0.59,1,1,3
719,SJU,0,2,0.36,2.1,15,13,7,6,0,0,0,0,0.41000000000000003,0,-1,0
720,BAK,1,2,0.25,1.59,17,8,7,3,0,0,0,0,0.46,1,-1,0
721,FAR,2,1,1.59,0.25,8,17,3,7,0,0,0,0,0.54,0,1,3
722,TUC,0,3,2.02,0.78,25,6,4,5,0,0,1,0,0.43,1,-1,0
723,LAR,3,0,0.78,2.02,6,25,5,4,0,0,0,1,0.5700000000000001,0,1,3
724,TOL,1,1,1.3,1.07,11,13,3,7,0,0,1,0,0.55,1,0,1
725,LRO,1,1,1.07,1.3,13,11,7,3,0,0,0,1,0.44999999999999996,0,0,1
726,EUG,2,1,1.12,0.89,17,10,8,1,0,0,0,0,0.32,1,1,3
727,SFS,1,2,0.89,1.12,10,17,1,8,0,0,0,0,0.6799999999999999,0,-1,0
728,FOR,6,3,2.82,0.82,11,5,8,6,0,0,0,0,0.45,1,1,3
729,BOI,3,6,0.82,2.82,5,11,6,8,0,0,0,0,0.55,0,-1,0
730,ANC,1,0,0.94,0.27,15,16,3,2,0,0,0,0,0.44,1,1,3
731,WIC,0,1,0.27,0.94,16,15,2,3,0,0,0,0,0.56,0,-1,0
732,BOI,0,1,3.01,0.27,22,14,13,0,0,0,0,0,0.59,1,-1,0
733,LEX,1,0,0.27,3.01,14,22,0,13,0,0,0,0,0.41000000000000003,0,1,3
734,MOB,0,1,0.57,1.49,5,9,9,8,0,0,1,0,0.5,1,-1,0
735,SJU,1,0,1.49,0.57,9,5,8,9,0,0,0,1,0.5,0,1,3
736,MAN,0,1,1.5,0.21,1,4,8,2,0,0,0,0,0.41,1,-1,0
737,DES,1,0,0.21,1.5,4,1,2,8,0,0,0,0,0.5900000000000001,0,1,3
738,SFS,2,1,2.31,0.81,5,13,4,6,0,0,0,0,0.52,1,1,3
739,ANC,1,2,0.81,2.31,13,5,6,4,0,0,0,0,0.48,0,-1,0
740,WIC,2,1,1.13,1.29,21,15,4,2,0,0,2,0,0.54,1,1,3
741,SAS,1,2,1.29,1.13,15,21,2,4,0,0,0,2,0.45999999999999996,0,-1,0
742,TAC,4,2,2.26,0.81,14,20,9,8,0,0,0,0,0.57,1,1,3
743,BAK,2,4,0.81,2.26,20,14,8,9,0,0,0,0,0.43000000000000005,0,-1,0
744,LAR,1,3,1.95,0.63,19,8,6,1,1,0,1,0,0.4,1,-1,0
745,JAC,3,1,0.63,1.95,8,19,1,6,0,1,0,1,0.6,0,1,3
746,FOR,1,1,1.19,1.16,12,11,8,4,0,0,0,0,0.52,1,0,1
747,OAK,1,1,1.16,1.19,11,12,4,8,0,0,0,0,0.48,0,0,1
748,LRO,2,1,1.81,0.88,17,14,9,6,0,0,0,0,0.53,1,1,3
749,DOV,1,2,0.88,1.81,14,17,6,9,0,0,0,0,0.47,0,-1,0
750,AUG,2,1,2.01,0.44,21,6,3,2,0,0,0,0,0.56,1,1,3
751,SPR,1,2,0.44,2.01,6,21,2,3,0,0,0,0,0.43999999999999995,0,-1,0
752,EUG,2,0,1.28,0.68,13,7,3,4,0,0,0,0,0.35,1,1,3
753,REN,0,2,0.68,1.28,7,13,4,3,0,0,0,0,0.65,0,-1,0
754,TOL,2,3,0.93,1.29,8,8,5,5,0,0,0,0,0.44,1,-1,0
755,MOB,3,2,1.29,0.93,8,8,5,5,0,0,0,0,0.56,0,1,3
756,LEX,0,1,1.14,0.58,12,8,5,6,0,0,0,0,0.49,1,-1,0
757,PRO,1,0,0.58,1.14,8,12,6,5,0,0,0,0,0.51,0,1,3
758,FAR,1,0,0.84,0.34,2,1,6,8,0,0,1,0,0.49,1,1,3
759,TUC,0,1,0.34,0.84,1,2,8,6,0,0,0,1,0.51,0,-1,0
760,SJU,0,2,1.82,0.59,22,10,6,2,0,1,0,1,0.43,1,-1,0
761,PRO,2,0,0.59,1.82,10,22,2,6,1,0,1,0,0.5700000000000001,0,1,3
762,CHM,0,1,1.62,1.16,16,13,1,7,0,0,0,0,0.52,1,-1,0
763,ALB,1,0,1.16,1.62,13,16,7,1,0,0,0,0,0.48,0,1,3
764,WIC,2,4,2.07,2.36,5,18,2,1,0,0,0,0,0.45,1,-1,0
765,SFS,4,2,2.36,2.07,18,5,1,2,0,0,0,0,0.55,0,1,3
766,REN,1,2,1.52,1.33,10,6,5,2,0,0,0,0,0.53,1,-1,0
767,LEX,2,1,1.33,1.52,6,10,2,5,0,0,0,0,0.47,0,1,3
768,MOB,1,5,2.34,1.54,14,11,4,7,0,0,0,0,0.41,1,-1,0
769,PRO,5,1,1.54,2.34,11,14,7,4,0,0,0,0,0.5900000000000001,0,1,3
770,LAR,1,0,1.53,0.97,14,10,4,2,0,0,0,0,0.38,1,1,3
771,LRO,0,1,0.97,1.53,10,14,2,4,0,0,0,0,0.62,0,-1,0
772,EUG,0,1,1.07,1.34,18,15,10,5,0,0,0,0,0.32,1,-1,0
773,FOR,1,0,1.34,1.07,15,18,5,10,0,0,0,0,0.6799999999999999,0,1,3
774,LEX,0,0,0.65,1.02,16,9,2,2,0,0,1,0,0.52,1,0,1
775,MAN,0,0,1.02,0.65,9,16,2,2,0,0,0,1,0.48,0,0,1
776,ANC,2,7,1.42,1.66,19,13,0,4,0,0,0,1,0.41,1,-1,0
777,SAS,7,2,1.66,1.42,13,19,4,0,0,0,1,0,0.5900000000000001,0,1,3
778,LRO,0,1,0.95,1.89,11,11,8,3,0,0,0,0,0.54,1,-1,0
779,JAC,1,0,1.89,0.95,11,11,3,8,0,0,0,0,0.45999999999999996,0,1,3
780,JAC,0,0,2.13,0.34,15,6,3,3,0,0,0,0,0.65,1,0,1
781,SJU,0,0,0.34,2.13,6,15,3,3,0,0,0,0,0.35,0,0,1
782,WIC,1,2,1.79,0.93,16,8,7,3,0,0,0,1,0.55,1,-1,0
783,BAK,2,1,0.93,1.79,8,16,3,7,0,0,1,0,0.44999999999999996,0,1,3
784,DES,5,2,2.13,0.78,7,10,11,3,0,0,0,0,0.52,1,1,3
785,DOV,2,5,0.78,2.13,10,7,3,11,0,0,0,0,0.48,0,-1,0
786,CHM,2,2,1.73,1.06,18,15,5,5,0,0,1,0,0.68,1,0,1
787,SPR,2,2,1.06,1.73,15,18,5,5,0,0,0,1,0.31999999999999995,0,0,1
788,SFS,1,1,1.47,0.83,25,12,5,1,0,0,0,1,0.63,1,0,1
789,BOI,1,1,0.83,1.47,12,25,1,5,0,0,1,0,0.37,0,0,1
790,OAK,2,0,1.07,0.67,15,10,7,5,0,0,0,0,0.53,1,1,3
791,TUC,0,2,0.67,1.07,10,15,5,7,0,0,0,0,0.47,0,-1,0
792,ALB,1,2,1.38,0.88,16,6,7,2,0,0,0,0,0.53,1,-1,0
793,FAR,2,1,0.88,1.38,6,16,2,7,0,0,0,0,0.47,0,1,3
794,AUG,1,0,2.11,0.21,20,9,9,5,0,0,0,1,0.57,1,1,3
795,TOL,0,1,0.21,2.11,9,20,5,9,0,0,1,0,0.43000000000000005,0,-1,0
796,TAC,0,3,1.74,1.27,21,18,8,3,0,0,0,0,0.51,1,-1,0
797,REN,3,0,1.27,1.74,18,21,3,8,0,0,0,0,0.49,0,1,3
798,DES,2,3,0.87,0.55,6,16,0,4,0,0,1,0,0.52,1,-1,0
799,CHM,3,2,0.55,0.87,16,6,4,0,0,0,0,1,0.48,0,1,3
800,DES,1,2,0.58,1.33,14,17,2,7,0,0,0,1,0.49,1,-1,0
801,LAR,2,1,1.33,0.58,17,14,7,2,0,0,1,0,0.51,0,1,3
802,PRO,3,0,3.13,0.61,17,5,1,3,0,0,0,0,0.4,1,1,3
803,TOL,0,3,0.61,3.13,5,17,3,1,0,0,0,0,0.6,0,-1,0
804,SJU,3,1,3.01,1.24,18,16,6,5,0,0,0,0,0.57,1,1,3
805,LEX,1,3,1.24,3.01,16,18,5,6,0,0,0,0,0.43000000000000005,0,-1,0
806,TOL,0,3,1.67,1.6,27,16,7,8,0,0,0,0,0.46,1,-1,0
807,CHM,3,0,1.6,1.67,16,27,8,7,0,0,0,0,0.54,0,1,3
808,SPR,1,1,1.15,0.41,13,13,8,2,0,0,0,0,0.28,1,0,1
809,DES,1,1,0.41,1.15,13,13,2,8,0,0,0,0,0.72,0,0,1
810,FOR,0,2,2.14,1.31,11,10,2,3,0,0,0,0,0.58,1,-1,0
811,ANC,2,0,1.31,2.14,10,11,3,2,0,0,0,0,0.42000000000000004,0,1,3
812,TUC,1,3,0.83,0.92,3,15,3,3,0,0,0,0,0.34,1,-1,0
813,SFS,3,1,0.92,0.83,15,3,3,3,0,0,0,0,0.6599999999999999,0,1,3
814,PRO,0,4,1.05,1.11,13,12,7,4,0,0,0,0,0.39,1,-1,0
815,JAC,4,0,1.11,1.05,12,13,4,7,0,0,0,0,0.61,0,1,3
816,MAN,0,1,1.42,0.94,13,7,7,2,0,0,0,0,0.55,1,-1,0
817,LAR,1,0,0.94,1.42,7,13,2,7,0,0,0,0,0.44999999999999996,0,1,3
818,FAR,1,4,1.69,1.56,13,20,8,4,0,0,1,0,0.66,1,-1,0
819,OAK,4,1,1.56,1.69,20,13,4,8,0,0,0,1,0.33999999999999997,0,1,3
820,LRO,1,2,1.64,0.86,7,12,5,9,0,1,0,1,0.55,1,-1,0
821,AUG,2,1,0.86,1.64,12,7,9,5,1,0,1,0,0.44999999999999996,0,1,3
822,BOI,2,0,1.38,0.41,18,14,4,11,0,0,0,0,0.42,1,1,3
823,OAK,0,2,0.41,1.38,14,18,11,4,0,0,0,0,0.5800000000000001,0,-1,0
824,BOI,0,3,1.37,0.97,15,21,7,7,0,0,1,0,0.48,1,-1,0
825,ALB,3,0,0.97,1.37,21,15,7,7,0,0,0,1,0.52,0,1,3
826,REN,2,2,1.97,1.56,19,15,7,3,0,0,1,0,0.56,1,0,1
827,WIC,2,2,1.56,1.97,15,19,3,7,0,0,0,1,0.43999999999999995,0,0,1
828,SAS,1,2,0.71,0.51,19,12,7,7,0,0,0,0,0.42,1,-1,0
829,TAC,2,1,0.51,0.71,12,19,7,7,0,0,0,0,0.5800000000000001,0,1,3
830,DOV,1,1,1.7,0.14,19,10,1,5,0,0,0,0,0.51,1,0,1
831,MOB,1,1,0.14,1.7,10,19,5,1,0,0,0,0,0.49,0,0,1
832,BAK,3,2,2.68,1.43,17,18,9,6,1,0,2,1,0.49,1,1,3
833,EUG,2,3,1.43,2.68,18,17,6,9,0,1,1,2,0.51,0,-1,0
834,LRO,1,2,2.1,1.3,17,6,5,5,0,0,0,0,0.51,1,-1,0
835,LEX,2,1,1.3,2.1,6,17,5,5,0,0,0,0,0.49,0,1,3
836,WIC,1,1,1.73,0.57,13,3,1,7,0,0,0,0,0.56,1,0,1
837,SPR,1,1,0.57,1.73,3,13,7,1,0,0,0,0,0.43999999999999995,0,0,1
838,SFS,2,1,1.63,1.05,20,10,6,6,0,0,0,0,0.62,1,1,3
839,TOL,1,2,1.05,1.63,10,20,6,6,0,0,0,0,0.38,0,-1,0
840,AUG,3,3,0.84,0.82,10,18,7,3,0,0,0,0,0.73,1,0,1
841,DOV,3,3,0.82,0.84,18,10,3,7,0,0,0,0,0.27,0,0,1
842,DOV,0,0,1.9,0.56,17,6,5,3,0,0,0,0,0.53,1,0,1
843,BAK,0,0,0.56,1.9,6,17,3,5,0,0,0,0,0.47,0,0,1
844,SAS,2,1,1.53,0.55,20,2,6,1,0,0,0,0,0.49,1,1,3
845,ALB,1,2,0.55,1.53,2,20,1,6,0,0,0,0,0.51,0,-1,0
846,BAK,1,2,1.45,1.15,5,10,7,5,0,0,0,0,0.38,1,-1,0
847,WIC,2,1,1.15,1.45,10,5,5,7,0,0,0,0,0.62,0,1,3
848,MAN,4,1,1.84,0.09,12,6,7,4,0,0,0,0,0.54,1,1,3
849,TAC,1,4,0.09,1.84,6,12,4,7,0,0,0,0,0.45999999999999996,0,-1,0
850,SPR,2,1,0.83,0.69,12,15,5,6,0,0,1,1,0.44,1,1,3
851,CHM,1,2,0.69,0.83,15,12,6,5,0,0,1,1,0.56,0,-1,0
852,FOR,0,4,1.92,1.21,10,18,6,4,0,0,0,0,0.61,1,-1,0
853,REN,4,0,1.21,1.92,18,10,4,6,0,0,0,0,0.39,0,1,3
854,FAR,1,0,1.24,0.84,14,11,4,5,0,0,0,0,0.62,1,1,3
855,EUG,0,1,0.84,1.24,11,14,5,4,0,0,0,0,0.38,0,-1,0
856,DES,2,1,1.48,1.05,15,5,6,7,0,0,0,0,0.58,1,1,3
857,LEX,1,2,1.05,1.48,5,15,7,6,0,0,0,0,0.42000000000000004,0,-1,0
858,TAC,0,2,1.57,1.01,17,15,4,0,0,0,0,0,0.61,1,-1,0
859,BOI,2,0,1.01,1.57,15,17,0,4,0,0,0,0,0.39,0,1,3
860,ALB,1,2,1.09,1.91,7,15,10,9,0,0,0,0,0.52,1,-1,0
861,TOL,2,1,1.91,1.09,15,7,9,10,0,0,0,0,0.48,0,1,3
862,SJU,0,0,1.36,1.32,17,8,4,5,0,0,0,0,0.44,1,0,1
863,LRO,0,0,1.32,1.36,8,17,5,4,0,0,0,0,0.56,0,0,1
864,ALB,1,1,0.62,0.78,11,17,9,4,0,0,0,0,0.54,1,0,1
865,LAR,1,1,0.78,0.62,17,11,4,9,0,0,0,0,0.45999999999999996,0,0,1
866,WIC,1,1,1.42,2.16,10,8,3,5,0,0,0,0,0.64,1,0,1
867,FOR,1,1,2.16,1.42,8,10,5,3,0,0,0,0,0.36,0,0,1
868,DOV,1,2,2.21,0.32,19,4,7,7,0,0,1,0,0.42,1,-1,0
869,DES,2,1,0.32,2.21,4,19,7,7,0,0,0,1,0.5800000000000001,0,1,3
870,MAN,1,1,1.63,0.54,22,3,3,7,0,0,0,0,0.53,1,0,1
871,SAS,1,1,0.54,1.63,3,22,7,3,0,0,0,0,0.47,0,0,1
872,PRO,4,0,1.61,0.65,24,11,2,2,0,0,0,0,0.54,1,1,3
873,TUC,0,4,0.65,1.61,11,24,2,2,0,0,0,0,0.45999999999999996,0,-1,0
874,TOL,2,3,1.24,1.52,16,14,2,1,0,0,1,0,0.61,1,-1,0
875,FAR,3,2,1.52,1.24,14,16,1,2,0,0,0,1,0.39,0,1,3
876,LEX,1,2,1.88,2.04,23,16,10,8,0,0,1,0,0.42,1,-1,0
877,JAC,2,1,2.04,1.88,16,23,8,10,0,0,0,1,0.5800000000000001,0,1,3
878,CHM,1,1,1.15,0.62,17,10,7,8,0,0,0,1,0.66,1,0,1
879,OAK,1,1,0.62,1.15,10,17,8,7,0,0,1,0,0.33999999999999997,0,0,1
880,MOB,2,2,1.43,0.36,8,9,3,3,0,0,0,1,0.43,1,0,1
881,AUG,2,2,0.36,1.43,9,8,3,3,0,0,1,0,0.5700000000000001,0,0,1
882,LAR,0,2,1.17,1.51,16,13,11,2,0,0,1,0,0.66,1,-1,0
883,SPR,2,0,1.51,1.17,13,16,2,11,0,0,0,1,0.33999999999999997,0,1,3
884,ANC,1,1,1.74,1.25,4,13,16,2,0,0,0,0,0.63,1,0,1
885,BOI,1,1,1.25,1.74,13,4,2,16,0,0,0,0,0.37,0,0,1
886,SAS,0,0,0.75,0.38,14,12,7,6,0,0,0,0,0.44,1,0,1
887,MOB,0,0,0.38,0.75,12,14,6,7,0,0,0,0,0.56,0,0,1
888,BAK,0,2,2.06,1.14,16,16,5,6,0,0,0,0,0.44,1,-1,0
889,REN,2,0,1.14,2.06,16,16,6,5,0,0,0,0,0.56,0,1,3
890,EUG,0,3,1.52,2.57,15,20,5,8,0,0,0,0,0.48,1,-1,0
891,TAC,3,0,2.57,1.52,20,15,8,5,0,0,0,0,0.52,0,1,3
892,ALB,1,3,2.21,2.32,23,12,6,1,0,0,0,2,0.49,1,-1,0
893,SFS,3,1,2.32,2.21,12,23,1,6,0,0,2,0,0.51,0,1,3
894,TOL,1,1,0.56,1.1,10,12,5,2,0,0,1,0,0.62,1,0,1
895,MAN,1,1,1.1,0.56,12,10,2,5,0,0,0,1,0.38,0,0,1
896,DOV,2,2,1.97,0.78,27,3,8,4,0,0,1,0,0.31,1,0,1
897,CHM,2,2,0.78,1.97,3,27,4,8,0,0,0,1,0.69,0,0,1
898,SAS,1,2,2.49,0.82,25,11,7,3,0,0,0,0,0.35,1,-1,0
899,ANC,2,1,0.82,2.49,11,25,3,7,0,0,0,0,0.65,0,1,3
900,SFS,0,5,0.9,1.2,9,9,3,2,0,0,0,0,0.43,1,-1,0
901,FAR,5,0,1.2,0.9,9,9,2,3,0,0,0,0,0.5700000000000001,0,1,3
902,SPR,1,1,1.23,0.5,6,11,1,4,0,0,0,0,0.5,1,0,1
903,JAC,1,1,0.5,1.23,11,6,4,1,0,0,0,0,0.5,0,0,1
904,PRO,5,1,0.72,1.61,16,11,2,3,0,0,0,0,0.37,1,1,3
905,LAR,1,5,1.61,0.72,11,16,3,2,0,0,0,0,0.63,0,-1,0
906,TAC,2,3,1.74,1.12,24,13,3,4,0,0,1,0,0.52,1,-1,0
907,OAK,3,2,1.12,1.74,13,24,4,3,0,0,0,1,0.48,0,1,3
908,CHM,0,0,1.54,1.18,11,3,8,0,0,0,0,0,0.57,1,0,1
909,EUG,0,0,1.18,1.54,3,11,0,8,0,0,0,0,0.43000000000000005,0,0,1
910,EUG,1,1,0.83,1.48,12,16,4,3,0,0,1,0,0.5,1,0,1
911,ALB,1,1,1.48,0.83,16,12,3,4,0,0,0,1,0.5,0,0,1
912,TUC,2,1,2.72,0.38,16,8,8,2,0,0,0,0,0.33,1,1,3
913,WIC,1,2,0.38,2.72,8,16,2,8,0,0,0,0,0.6699999999999999,0,-1,0
914,BOI,2,0,2.26,1.24,17,15,0,4,0,0,0,0,0.48,1,1,3
915,MOB,0,2,1.24,2.26,15,17,4,0,0,0,0,0,0.52,0,-1,0
916,DES,1,2,0.67,1.45,15,15,2,5,0,0,0,0,0.51,1,-1,0
917,LRO,2,1,1.45,0.67,15,15,5,2,0,0,0,0,0.49,0,1,3
918,FOR,2,1,2.11,1.03,14,11,9,6,0,0,0,0,0.57,1,1,3
